FID,id,geom,oid,sr_no,girth_cm,height_m,canopy_dia_m,condition,other_remarks,ownership,society_name,road_name,northing,easting,balanced,remarks,special_collar,ward_name,botanical_name,saar_uid,common_name,local_name,economic_i,phenology,flowering,ward,is_rare
trees_display.fid--1672c0a_16c6758e284_1112,18046751,POINT (73.84722583100009 18.52049532100004),,,90,5,2,Healthy,,Garden,Sambhaji Maharaj Udyan,Jangali Maharaj Road,18.52049532,73.84722583,TRUE,Mechanical Cut,NA,24,Polyalthia longifolia var.pendula,4031829,Ashoka (D),Ashoka (D),Ornamental,Seasonal,April-June,24,FALSE
trees_display.fid--1672c0a_16c6758e284_1113,18046752,POINT (73.84719109300008 18.520447708000052),,,108,5,2,Healthy,,Garden,Sambhaji Maharaj Udyan,Jangali Maharaj Road,18.52044771,73.84719109,TRUE,Mechanical Cut,NA,24,Polyalthia longifolia var.pendula,4031830,Ashoka (D),Ashoka (D),Ornamental,Seasonal,April-June,24,FALSE
trees_display.fid--1672c0a_16c6758e284_1114,18046753,POINT (73.84714988500006 18.52038256800005),,,110,5,2,Healthy,,Garden,Sambhaji Maharaj Udyan,Jangali Maharaj Road,18.52038257,73.84714988,TRUE,Mechanical Cut,NA,24,Polyalthia longifolia var.pendula,4031831,Ashoka (D),Ashoka (D),Ornamental,Seasonal,April-June,24,FALSE
trees_display.fid--1672c0a_16c6758e284_1115,18046754,POINT (73.84711949500007 18.520339867000082),,,118,5,2,Healthy,,Garden,Sambhaji Maharaj Udyan,Jangali Maharaj Road,18.52033987,73.8471195,TRUE,Mechanical Cut,NA,24,Polyalthia longifolia var.pendula,4031832,Ashoka (D),Ashoka (D),Ornamental,Seasonal,April-June,24,FALSE
trees_display.fid--1672c0a_16c6758e284_1116,18046755,POINT (73.8470819500001 18.52030184100003),,,115,5,2,Healthy,,Garden,Sambhaji Maharaj Udyan,Jangali Maharaj Road,18.52030184,73.84708195,TRUE,Mechanical Cut,NA,24,Polyalthia longifolia var.pendula,4031833,Ashoka (D),Ashoka (D),Ornamental,Seasonal,April-June,24,FALSE
trees_display.fid--1672c0a_16c6758e284_1117,18046756,POINT (73.84713704400009 18.520265789000057),,,133,5,2,Healthy,,Garden,Sambhaji Maharaj Udyan,Jangali Maharaj Road,18.52026579,73.84713704,TRUE,Mechanical Cut,NA,24,Polyalthia longifolia var.pendula,4031834,Ashoka (D),Ashoka (D),Ornamental,Seasonal,April-June,24,FALSE
trees_display.fid--1672c0a_16c6758e284_1118,18046757,POINT (73.84715873100001 18.520307478000053),,,133,5,2,Healthy,,Garden,Sambhaji Maharaj Udyan,Jangali Maharaj Road,18.52030748,73.84715873,TRUE,Mechanical Cut,NA,24,Polyalthia longifolia var.pendula,4031835,Ashoka (D),Ashoka (D),Ornamental,Seasonal,April-June,24,FALSE
trees_display.fid--1672c0a_16c6758e284_1119,18046758,POINT (73.84719509500007 18.520351660000063),,,135,5,2,Healthy,,Garden,Sambhaji Maharaj Udyan,Jangali Maharaj Road,18.52035166,73.8471951,TRUE,Mechanical Cut,NA,24,Polyalthia longifolia var.pendula,4031836,Ashoka (D),Ashoka (D),Ornamental,Seasonal,April-June,24,FALSE
trees_display.fid--1672c0a_16c6758e284_111a,18046759,POINT (73.84721859200003 18.520387987000042),,,113,5,2,Healthy,,Garden,Sambhaji Maharaj Udyan,Jangali Maharaj Road,18.52038799,73.84721859,TRUE,Mechanical Cut,NA,24,Polyalthia longifolia var.pendula,4031837,Ashoka (D),Ashoka (D),Ornamental,Seasonal,April-June,24,FALSE
trees_display.fid--1672c0a_16c6758e284_111b,18046760,POINT (73.84724169900007 18.520419572000034),,,102,4,2,Average,,Garden,Sambhaji Maharaj Udyan,Jangali Maharaj Road,18.52041957,73.8472417,TRUE,Mechanical Cut,NA,24,Polyalthia longifolia var.pendula,4031838,Ashoka (D),Ashoka (D),Ornamental,Seasonal,April-June,24,FALSE
trees_display.fid--1672c0a_16c6758e284_111c,18046761,POINT (73.84725847800006 18.52044697400004),,,115,5,2,Average,,Garden,Sambhaji Maharaj Udyan,Jangali Maharaj Road,18.52044697,73.84725848,TRUE,Mechanical Cut,NA,24,Polyalthia longifolia var.pendula,4031839,Ashoka (D),Ashoka (D),Ornamental,Seasonal,April-June,24,FALSE
trees_display.fid--1672c0a_16c6758e284_111d,18046762,POINT (73.84727358700009 18.52047329600003),,,94,5,2,Healthy,,Garden,Sambhaji Maharaj Udyan,Jangali Maharaj Road,18.5204733,73.84727359,TRUE,Mechanical Cut,NA,24,Polyalthia longifolia var.pendula,4031840,Ashoka (D),Ashoka (D),Ornamental,Seasonal,April-June,24,FALSE
trees_display.fid--1672c0a_16c6758e284_111e,18046763,POINT (73.84730306200004 18.52051292700001),,,93,5,2,Healthy,,Garden,Sambhaji Maharaj Udyan,Jangali Maharaj Road,18.52051293,73.84730306,TRUE,Mechanical Cut,NA,24,Polyalthia longifolia var.pendula,4031841,Ashoka (D),Ashoka (D),Ornamental,Seasonal,April-June,24,FALSE
trees_display.fid--1672c0a_16c6758e284_111f,18046764,POINT (73.84732228100006 18.520550086000064),,,86,5,2,Healthy,,Garden,Sambhaji Maharaj Udyan,Jangali Maharaj Road,18.52055009,73.84732228,TRUE,Mechanical Cut,NA,24,Polyalthia longifolia var.pendula,4031842,Ashoka (D),Ashoka (D),Ornamental,Seasonal,April-June,24,FALSE
trees_display.fid--1672c0a_16c6758e284_1120,18046765,POINT (73.84734331900006 18.52057679000007),,,96,5,2,Healthy,,Garden,Sambhaji Maharaj Udyan,Jangali Maharaj Road,18.52057679,73.84734332,TRUE,Mechanical Cut,NA,24,Polyalthia longifolia var.pendula,4031843,Ashoka (D),Ashoka (D),Ornamental,Seasonal,April-June,24,FALSE
trees_display.fid--1672c0a_16c6758e284_1121,18046766,POINT (73.84736849400011 18.52060799800005),,,82,5,2,Healthy,,Garden,Sambhaji Maharaj Udyan,Jangali Maharaj Road,18.520608,73.84736849,TRUE,Mechanical Cut,NA,24,Polyalthia longifolia var.pendula,4031844,Ashoka (D),Ashoka (D),Ornamental,Seasonal,April-June,24,FALSE
trees_display.fid--1672c0a_16c6758e284_1122,18046767,POINT (73.84740229400009 18.52064743700004),,,97,5,2,Healthy,,Garden,Sambhaji Maharaj Udyan,Jangali Maharaj Road,18.52064744,73.84740229,TRUE,Mechanical Cut,NA,24,Polyalthia longifolia var.pendula,4031845,Ashoka (D),Ashoka (D),Ornamental,Seasonal,April-June,24,FALSE
trees_display.fid--1672c0a_16c6758e284_1123,18046768,POINT (73.8474270020001 18.520698419000034),,,97,5,2,Healthy,,Garden,Sambhaji Maharaj Udyan,Jangali Maharaj Road,18.52069842,73.847427,TRUE,Mechanical Cut,NA,24,Polyalthia longifolia var.pendula,4031846,Ashoka (D),Ashoka (D),Ornamental,Seasonal,April-June,24,FALSE
trees_display.fid--1672c0a_16c6758e284_1124,18046769,POINT (73.84743973000012 18.520719897000042),,,72,5,2,Healthy,,Garden,Sambhaji Maharaj Udyan,Jangali Maharaj Road,18.5207199,73.84743973,TRUE,Mechanical Cut,NA,24,Polyalthia longifolia var.pendula,4031847,Ashoka (D),Ashoka (D),Ornamental,Seasonal,April-June,24,FALSE
trees_display.fid--1672c0a_16c6758e284_1125,18046770,POINT (73.84744970800007 18.520741330000064),,,54,5,1,Healthy,,Garden,Sambhaji Maharaj Udyan,Jangali Maharaj Road,18.52074133,73.84744971,TRUE,Mechanical Cut,NA,24,Polyalthia longifolia var.pendula,4031848,Ashoka (D),Ashoka (D),Ornamental,Seasonal,April-June,24,FALSE
trees_display.fid--1672c0a_16c6758e284_1126,18046771,POINT (73.84746066700005 18.520756761000015),,,170,12,5,Healthy,,Garden,Sambhaji Maharaj Udyan,Jangali Maharaj Road,18.52075676,73.84746067,TRUE,NA,NA,24,Elaeis guineensis Jacq.,4031849,Oil Palm,Oil Palm,Edible oil,Seasonal,January-October,24,TRUE
trees_display.fid--1672c0a_16c6758e284_1127,18046772,POINT (73.84746128900011 18.520756755000036),,,62,4,4,Healthy,,Garden,Sambhaji Maharaj Udyan,Jangali Maharaj Road,18.52075676,73.84746129,TRUE,Mechanical Cut,NA,24,Ficus religiosa Linn.,4031850,Pipal,Pimpal,Medicinal,Seasonal,April-August,24,FALSE
trees_display.fid--1672c0a_16c6758e284_1128,18046773,POINT (73.84750450600008 18.52073864900004),,,93,6,1,Healthy,,Garden,Sambhaji Maharaj Udyan,Jangali Maharaj Road,18.52073865,73.84750451,TRUE,Mechanical Cut,NA,24,Polyalthia longifolia var.pendula,4031851,Ashoka (D),Ashoka (D),Ornamental,Seasonal,April-June,24,FALSE
trees_display.fid--1672c0a_16c6758e284_1129,18046774,POINT (73.8475381160001 18.520721322000036),,,92,6,1,Healthy,,Garden,Sambhaji Maharaj Udyan,Jangali Maharaj Road,18.52072132,73.84753812,TRUE,Mechanical Cut,NA,24,Polyalthia longifolia var.pendula,4031852,Ashoka (D),Ashoka (D),Ornamental,Seasonal,April-June,24,FALSE
trees_display.fid--1672c0a_16c6758e284_112a,18046775,POINT (73.84756792100005 18.52070467000003),,,103,6,1,Healthy,,Garden,Sambhaji Maharaj Udyan,Jangali Maharaj Road,18.52070467,73.84756792,TRUE,Mechanical Cut,NA,24,Polyalthia longifolia var.pendula,4031853,Ashoka (D),Ashoka (D),Ornamental,Seasonal,April-June,24,FALSE
trees_display.fid--1672c0a_16c6758e284_112b,18046776,POINT (73.84755525300005 18.520696223000048),,,260,12,7,Healthy,,Garden,Sambhaji Maharaj Udyan,Jangali Maharaj Road,18.52069622,73.84755525,TRUE,Mechanical Cut,NA,24,Pongamia pinnata (L.) Pierre,4031854,Pongam Tree,Karanj,Medicinal,Seasonal,March-August,24,FALSE
trees_display.fid--1672c0a_16c6758e284_112c,18046777,POINT (73.84240012700008 18.51503491100003),,,42,6,3,Healthy,,On Road,Na,Jangali Maharaj Road,18.51503491,73.84240013,TRUE,NA,NA,24,Ficus religiosa Linn.,4031855,Pipal,Pimpal,Medicinal,Seasonal,April-August,24,FALSE
trees_display.fid--1672c0a_16c6758e284_112d,18046778,POINT (73.84273145700008 18.515363356000023),,,79,12,10,Healthy,,Footpath,Na,Jangali Maharaj Road,18.51536336,73.84273146,TRUE,NA,NA,24,Terminalia catappa Linn.,4031856,Indian Almond,Deshi Badam,Fruit,Seasonal,April-October,24,FALSE
trees_display.fid--1672c0a_16c6758e284_112e,18046779,POINT (73.84281547800008 18.515483615000036),,,92,4,3,Healthy,,Footpath,Na,Jangali Maharaj Road,18.51548362,73.84281548,TRUE,NA,NA,24,Ficus racemosa L.,4031857,Cluster Fig Tree,Umber,Medicinal,Seasonal,March-May,24,FALSE
trees_display.fid--1672c0a_16c6758e284_112f,18046780,POINT (73.84287015900004 18.51564508600006),,,163,13,11,Healthy,,Footpath,Na,Jangali Maharaj Road,18.51564509,73.84287016,TRUE,NA,NA,24,Khaya senegalensis (Desr.)A.Juss.,4031858,African Mahogani,Khaya,Timber wood,Seasonal,March-May,24,FALSE
trees_display.fid--1672c0a_16c6758e284_1130,18046781,POINT (73.84293859000007 18.51573499400006),,,32,3,1,Healthy,,Private,Sai Siddha Girls Hostel,Jangali Maharaj Road,18.51573499,73.84293859,TRUE,Mechanical Cut,NA,24,Syzygium cumini (Linn.)Skeels.,4031859,Jamun,Jamun,Fruit,Seasonal,March-May,24,FALSE
trees_display.fid--1672c0a_16c6758e284_1131,18046782,POINT (73.84293921200003 18.515734856000055),,,25,2,0,Dead,,Private,Sai Siddha Girls Hostel,Jangali Maharaj Road,18.51573486,73.84293921,TRUE,Mechanical Cut,NA,24,N/A,4031860,Dead,Dead,N/A,N/A,N/A,24,
trees_display.fid--1672c0a_16c6758e284_1132,18046783,POINT (73.84322529000006 18.515680502000073),,,13,4,1,Healthy,,Private,Hotel Gareta,Jangali Maharaj Road,18.5156805,73.84322529,TRUE,NA,NA,24,Michelia champaca Linn.,4031861,Sonchapha,Sonchapha,Essential oil,Seasonal,April-September,24,FALSE
trees_display.fid--1672c0a_16c6758e284_1133,18046784,POINT (73.84320873700007 18.515656984000014),,,14,4,2,Healthy,,Private,Hotel Gareta,Jangali Maharaj Road,18.51565698,73.84320874,TRUE,NA,NA,24,Millingtonia hortensis Linn.,4031862,Indian Cork Tree,Akashneem,Paper industry,Seasonal,October-December,24,FALSE
trees_display.fid--1672c0a_16c6758e284_1134,18046785,POINT (73.84323455500002 18.51575104000004),,,52,6,3,Healthy,,Private,Hotel Chhatrapati,Jangali Maharaj Road,18.51575104,73.84323455,TRUE,NA,NA,24,Polyalthia longifolia var.pendula,4031863,Ashoka (D),Ashoka (D),Ornamental,Seasonal,April-June,24,FALSE
trees_display.fid--1672c0a_16c6758e284_1135,18046786,POINT (73.84324246900005 18.515746986000057),,,50,6,3,Healthy,,Private,Hotel Chhatrapati,Jangali Maharaj Road,18.51574699,73.84324247,TRUE,NA,NA,24,Polyalthia longifolia var.pendula,4031864,Ashoka (D),Ashoka (D),Ornamental,Seasonal,April-June,24,FALSE
trees_display.fid--1672c0a_16c6758e284_1136,18046787,POINT (73.84325517400002 18.51574294200002),,,48,6,3,Healthy,,Private,Hotel Chhatrapati,Jangali Maharaj Road,18.51574294,73.84325517,TRUE,NA,NA,24,Polyalthia longifolia var.pendula,4031865,Ashoka (D),Ashoka (D),Ornamental,Seasonal,April-June,24,FALSE
trees_display.fid--1672c0a_16c6758e284_1137,18046788,POINT (73.84325954200007 18.515740563000065),,,51,6,3,Healthy,,Private,Hotel Chhatrapati,Jangali Maharaj Road,18.51574056,73.84325954,TRUE,NA,NA,24,Polyalthia longifolia var.pendula,4031866,Ashoka (D),Ashoka (D),Ornamental,Seasonal,April-June,24,FALSE
trees_display.fid--1672c0a_16c6758e284_1138,18046789,POINT (73.84326692300004 18.515737344000048),,,50,6,3,Healthy,,Private,Hotel Chhatrapati,Jangali Maharaj Road,18.51573734,73.84326692,TRUE,NA,NA,24,Polyalthia longifolia var.pendula,4031867,Ashoka (D),Ashoka (D),Ornamental,Seasonal,April-June,24,FALSE
trees_display.fid--1672c0a_16c6758e284_1139,18046790,POINT (73.84328208900004 18.51573383300006),,,48,6,3,Healthy,,Private,Hotel Chhatrapati,Jangali Maharaj Road,18.51573383,73.84328209,TRUE,NA,NA,24,Polyalthia longifolia var.pendula,4031868,Ashoka (D),Ashoka (D),Ornamental,Seasonal,April-June,24,FALSE
trees_display.fid--1672c0a_16c6758e284_113a,18046791,POINT (73.84279184000006 18.51438910600007),,,686,20,26,Healthy,,Public,Khanduji Baba Vittal Mandir,Jangali Maharaj Road,18.51438911,73.84279184,TRUE,NA,Collar,24,Ficus religiosa Linn.,4031869,Pipal,Pimpal,Medicinal,Seasonal,April-August,24,FALSE
trees_display.fid--1672c0a_16c6758e284_113b,18046792,POINT (73.84286634600005 18.51448616000004),,,319,20,24,Healthy,,Public,Khanduji Baba Vittal Mandir,Jangali Maharaj Road,18.51448616,73.84286635,TRUE,NA,Collar,24,Ficus religiosa Linn.,4031870,Pipal,Pimpal,Medicinal,Seasonal,April-August,24,FALSE
trees_display.fid--1672c0a_16c6758e284_113c,18046793,POINT (73.84274042600006 18.51433110700002),,,26,6,4,Healthy,,Public,Khanduji Baba Vittal Mandir,Jangali Maharaj Road,18.51433111,73.84274043,TRUE,NA,NA,24,Pithecellobium dulce (Roxb.)Benth.,4031871,Manila Tamarind,Villayati Chinch,Timber wood,Seasonal,January-June,24,FALSE
trees_display.fid--1672c0a_16c6758e284_113d,18046794,POINT (73.84300139300005 18.51429213000005),,,74,7,8,Healthy,,Footpath,Na,Jangali Maharaj Road,18.51429213,73.84300139,TRUE,NA,NA,24,Pithecellobium dulce (Roxb.)Benth.,4031872,Manila Tamarind,Villayati Chinch,Timber wood,Seasonal,January-June,24,FALSE
trees_display.fid--1672c0a_16c6758e284_113e,18046795,POINT (73.84285303000006 18.51412387900006),,,22,4,2,Healthy,,Footpath,Na,Jangali Maharaj Road,18.51412388,73.84285303,TRUE,NA,NA,24,Ficus religiosa Linn.,4031873,Pipal,Pimpal,Medicinal,Seasonal,April-August,24,FALSE
trees_display.fid--1672c0a_16c6758e284_113f,18046796,POINT (73.84274019500005 18.514190735000053),,,12,3,1,Healthy,,Govt,River Side,Jangali Maharaj Road,18.51419073,73.8427402,TRUE,NA,NA,24,Pithecellobium dulce (Roxb.)Benth.,4031874,Manila Tamarind,Villayati Chinch,Timber wood,Seasonal,January-June,24,FALSE
trees_display.fid--1672c0a_16c6758e284_1140,18046797,POINT (73.84272770300004 18.514206784000073),,,79,9,6,Healthy,,Govt,River Side,Jangali Maharaj Road,18.51420678,73.8427277,TRUE,Mechanical Cut,NA,24,Albizia saman (Jacq.) Merr.,4031875,Rain Tree,Rain Tree,Timber wood,Seasonal,March-July,24,FALSE
trees_display.fid--1672c0a_16c6758e284_1141,18046798,POINT (73.84276354300002 18.514216208000054),,,169,12,14,Healthy,,Govt,River Side,Jangali Maharaj Road,18.51421621,73.84276354,TRUE,NA,NA,24,Albizia saman (Jacq.) Merr.,4031876,Rain Tree,Rain Tree,Timber wood,Seasonal,March-July,24,FALSE
trees_display.fid--1672c0a_16c6758e284_1142,18046799,POINT (73.84642147700005 18.519653198000057),,,78,9,5,Healthy,,Garden,Sambhaji Maharaj Udyan,Jangali Maharaj Road,18.5196532,73.84642148,TRUE,NA,NA,24,Caryota urens Linn.,4031877,Fish Tail Palm,Bherali Mad,Medicinal,Throughout year,Throughout year,24,FALSE
trees_display.fid--1672c0a_16c6758e284_1143,18046800,POINT (73.8464154160001 18.519650102000067),,,12,4,1,Healthy,,Garden,Sambhaji Maharaj Udyan,Jangali Maharaj Road,18.5196501,73.84641542,TRUE,NA,NA,24,Polyalthia longifolia var.pendula,4031878,Ashoka (D),Ashoka (D),Ornamental,Seasonal,April-June,24,FALSE
trees_display.fid--1672c0a_16c6758e284_1144,18046801,POINT (73.84640811300005 18.51963124500002),,,24,2,2,Healthy,,Garden,Sambhaji Maharaj Udyan,Jangali Maharaj Road,18.51963124,73.84640811,TRUE,NA,NA,24,Caryota urens Linn.,4031879,Fish Tail Palm,Bherali Mad,Medicinal,Throughout year,Throughout year,24,FALSE
trees_display.fid--1672c0a_16c6758e284_1145,18046802,POINT (73.84639858300004 18.519612054000042),,,574,22,26,Healthy,,Garden,Sambhaji Maharaj Udyan,Jangali Maharaj Road,18.51961205,73.84639858,TRUE,NA,Collar,24,Ficus religiosa Linn.,4031880,Pipal,Pimpal,Medicinal,Seasonal,April-August,24,FALSE
trees_display.fid--1672c0a_16c6758e284_1146,18046803,POINT (73.84638180000009 18.519587836000007),,,102,18,6,Healthy,,Garden,Sambhaji Maharaj Udyan,Jangali Maharaj Road,18.51958784,73.8463818,TRUE,NA,NA,24,Caryota urens Linn.,4031881,Fish Tail Palm,Bherali Mad,Medicinal,Throughout year,Throughout year,24,FALSE
trees_display.fid--1672c0a_16c6758e284_1147,18046804,POINT (73.84637810100008 18.519579178000058),,,77,9,6,Healthy,,Garden,Sambhaji Maharaj Udyan,Jangali Maharaj Road,18.51957918,73.8463781,TRUE,NA,NA,24,Caryota urens Linn.,4031882,Fish Tail Palm,Bherali Mad,Medicinal,Throughout year,Throughout year,24,FALSE
trees_display.fid--1672c0a_16c6758e284_1148,18046805,POINT (73.84636052000008 18.519558376000074),,,23,2,2,Healthy,,Garden,Sambhaji Maharaj Udyan,Jangali Maharaj Road,18.51955838,73.84636052,TRUE,NA,NA,24,Caryota urens Linn.,4031883,Fish Tail Palm,Bherali Mad,Medicinal,Throughout year,Throughout year,24,FALSE
trees_display.fid--1672c0a_16c6758e284_1149,18046806,POINT (73.84634616900006 18.51952846100005),,,115,20,7,Healthy,,Garden,Sambhaji Maharaj Udyan,Jangali Maharaj Road,18.51952846,73.84634617,TRUE,NA,NA,24,Polyalthia longifolia (sonnerat) Thwaites,4031884,Ashoka,Ashoka,Ornamental,Seasonal,April-June,24,FALSE
trees_display.fid--1672c0a_16c6758e284_114a,18046807,POINT (73.8464007530001 18.519501017000046),,,52,9,3,Healthy,,Garden,Sambhaji Maharaj Udyan,Jangali Maharaj Road,18.51950102,73.84640075,TRUE,NA,NA,24,Polyalthia longifolia (sonnerat) Thwaites,4031885,Ashoka,Ashoka,Ornamental,Seasonal,April-June,24,FALSE
trees_display.fid--1672c0a_16c6758e284_114b,18046808,POINT (73.84628467500006 18.51946496600004),,,98,9,6,Average,,Garden,Sambhaji Maharaj Udyan,Jangali Maharaj Road,18.51946497,73.84628468,TRUE,NA,NA,24,Moringa oleifera Lam.,4031886,Drum Stick,Shevga,Vegetable,Seasonal,January-April,24,FALSE
trees_display.fid--1672c0a_16c6758e284_114c,18046809,POINT (73.84637061100005 18.519451188000065),,,82,14,8,Healthy,,Garden,Sambhaji Maharaj Udyan,Jangali Maharaj Road,18.51945119,73.84637061,TRUE,NA,NA,24,Pterospermum acerifolium (L.) Willd.,4031887,Kanak Champa,Muchkund,Medicinal,Seasonal,March-August,24,FALSE
trees_display.fid--1672c0a_16c6758e284_114d,18046810,POINT (73.84638395700006 18.519441975000053),,,145,20,13,Healthy,,Garden,Sambhaji Maharaj Udyan,Jangali Maharaj Road,18.51944197,73.84638396,TRUE,NA,NA,24,Peltophorum pterocarpum (DC.) Baker,4031888,Copper Pod,Sonmohar,Ornamental,Seasonal,March-May,24,FALSE
trees_display.fid--1672c0a_16c6758e284_114e,18046811,POINT (73.84629793600001 18.519370609000074),,,210,19,17,Healthy,,Garden,Sambhaji Maharaj Udyan,Jangali Maharaj Road,18.51937061,73.84629794,TRUE,NA,NA,24,Delonix regia (Hook.) Raf.,4031889,Gulmohar,Gulmohar,Ornamental,Seasonal,April-June,24,FALSE
trees_display.fid--1672c0a_16c6758e284_114f,18046812,POINT (73.84647416000006 18.519342206000022),,,64,12,2,Healthy,,Garden,Sambhaji Maharaj Udyan,Jangali Maharaj Road,18.51934221,73.84647416,TRUE,NA,NA,24,Polyalthia longifolia var.pendula,4031890,Ashoka (D),Ashoka (D),Ornamental,Seasonal,April-June,24,FALSE
trees_display.fid--1672c0a_16c6758e284_1150,18046813,POINT (73.84650368700004 18.51936581900002),,,109,5,0,Dead,,Garden,Sambhaji Maharaj Udyan,Jangali Maharaj Road,18.51936582,73.84650369,TRUE,Mechanical Cut,NA,24,N/A,4031891,Dead,Dead,N/A,N/A,N/A,24,
trees_display.fid--1672c0a_16c6758e284_1151,18046814,POINT (73.84653279900003 18.51939230500005),,,97,14,4,Healthy,,Garden,Sambhaji Maharaj Udyan,Jangali Maharaj Road,18.51939231,73.8465328,TRUE,NA,NA,24,Polyalthia longifolia var.pendula,4031892,Ashoka (D),Ashoka (D),Ornamental,Seasonal,April-June,24,FALSE
trees_display.fid--1672c0a_16c6758e284_1152,18046815,POINT (73.84655578900002 18.519415810000062),,,102,14,4,Healthy,,Garden,Sambhaji Maharaj Udyan,Jangali Maharaj Road,18.51941581,73.84655579,TRUE,NA,NA,24,Polyalthia longifolia var.pendula,4031893,Ashoka (D),Ashoka (D),Ornamental,Seasonal,April-June,24,FALSE
trees_display.fid--1672c0a_16c6758e284_1153,18046816,POINT (73.84657801500005 18.519439520000045),,,116,15,5,Healthy,,Garden,Sambhaji Maharaj Udyan,Jangali Maharaj Road,18.51943952,73.84657802,TRUE,NA,NA,24,Polyalthia longifolia var.pendula,4031894,Ashoka (D),Ashoka (D),Ornamental,Seasonal,April-June,24,FALSE
trees_display.fid--1672c0a_16c6758e284_1154,18046817,POINT (73.84660012600007 18.519469197000028),,,121,13,3,Healthy,,Garden,Sambhaji Maharaj Udyan,Jangali Maharaj Road,18.5194692,73.84660013,TRUE,NA,NA,24,Polyalthia longifolia var.pendula,4031895,Ashoka (D),Ashoka (D),Ornamental,Seasonal,April-June,24,FALSE
trees_display.fid--1672c0a_16c6758e284_1155,18046818,POINT (73.84661914 18.519494211000048),,,149,14,7,Healthy,,Garden,Sambhaji Maharaj Udyan,Jangali Maharaj Road,18.51949421,73.84661914,TRUE,NA,NA,24,Spathodea campanulata Beauv.,4031896,Fountain Tree,Pichkari,Ornamental,Seasonal,December-April,24,FALSE
trees_display.fid--1672c0a_16c6758e284_1156,18046819,POINT (73.84663436700004 18.519526265000014),,,95,14,5,Healthy,,Garden,Sambhaji Maharaj Udyan,Jangali Maharaj Road,18.51952626,73.84663437,TRUE,NA,NA,24,Polyalthia longifolia (sonnerat) Thwaites,4031897,Ashoka,Ashoka,Ornamental,Seasonal,April-June,24,FALSE
trees_display.fid--1672c0a_16c6758e284_1157,18046820,POINT (73.84665025900007 18.51955809400005),,,82,13,4,Healthy,,Garden,Sambhaji Maharaj Udyan,Jangali Maharaj Road,18.51955809,73.84665026,TRUE,NA,NA,24,Polyalthia longifolia var.pendula,4031898,Ashoka (D),Ashoka (D),Ornamental,Seasonal,April-June,24,FALSE
trees_display.fid--1672c0a_16c6758e284_1158,18046821,POINT (73.8466572870001 18.519554696000053),,,238,15,8,Healthy,,Garden,Sambhaji Maharaj Udyan,Jangali Maharaj Road,18.5195547,73.84665729,TRUE,NA,NA,24,Spathodea campanulata Beauv.,4031899,Fountain Tree,Pichkari,Ornamental,Seasonal,December-April,24,FALSE
trees_display.fid--1672c0a_16c6758e284_1159,18046822,POINT (73.84666446100006 18.519550794000054),,,24,5,2,Healthy,,Garden,Sambhaji Maharaj Udyan,Jangali Maharaj Road,18.51955079,73.84666446,TRUE,NA,NA,24,Madhuca indica Gmel.,4031900,Indian Butter Tree,Moha,Timber wood,Seasonal,January-April,24,FALSE
trees_display.fid--1672c0a_16c6758e284_115a,18046823,POINT (73.84665751900009 18.519657613000046),,,293,20,16,Healthy,,Garden,Sambhaji Maharaj Udyan,Jangali Maharaj Road,18.51965761,73.84665752,TRUE,NA,NA,24,Holoptelia integrifolia (Roxb.) Planch,4031901,Indian Elm,Vavla,Timber wood,Seasonal,December-May,24,FALSE
trees_display.fid--1672c0a_16c6758e284_115b,18046824,POINT (73.84644398000009 18.519451758000056),,,290,20,25,Healthy,,Garden,Sambhaji Maharaj Udyan,Jangali Maharaj Road,18.51945176,73.84644398,TRUE,NA,NA,24,Albizia saman (Jacq.) Merr.,4031902,Rain Tree,Rain Tree,Timber wood,Seasonal,March-July,24,FALSE
trees_display.fid--1672c0a_16c6758e284_115c,18046825,POINT (73.84641825400008 18.519319022000037),,,168,13,10,Healthy,,Garden,Sambhaji Maharaj Udyan,Jangali Maharaj Road,18.51931902,73.84641825,TRUE,NA,NA,24,Senna siamea (Lam.) Irwin & Barneby,4031903,Siamese Cassia,Kashid,Ornamental,Seasonal,August-May,24,FALSE
trees_display.fid--1672c0a_16c6758e284_115d,18046826,POINT (73.84641226100008 18.519293321000074),,,174,13,6,Healthy,,Garden,Sambhaji Maharaj Udyan,Jangali Maharaj Road,18.51929332,73.84641226,TRUE,NA,NA,24,Spathodea campanulata Beauv.,4031904,Fountain Tree,Pichkari,Ornamental,Seasonal,December-April,24,FALSE
trees_display.fid--1672c0a_16c6758e284_115e,18046827,POINT (73.84634359400009 18.519283428000037),,,108,14,6,Healthy,,Garden,Sambhaji Maharaj Udyan,Jangali Maharaj Road,18.51928343,73.84634359,TRUE,NA,NA,24,Mangifera indica Linn.,4031905,Mango,Amba,Fruit,Seasonal,January-March,24,FALSE
trees_display.fid--1672c0a_16c6758e284_115f,18046828,POINT (73.84633661500004 18.51925698000003),,,248,10,7,Healthy,,Garden,Sambhaji Maharaj Udyan,Jangali Maharaj Road,18.51925698,73.84633661,TRUE,NA,NA,24,Ficus benghalensis Linn.,4031906,Banyan Tree,Vad,Timber wood,Seasonal,March-May,24,FALSE
